,Text,Labels
470,speaking of the music it is unbearably predictably and kitchy,0
471,then the film just dropped the ball,0
472,this is a stunning movie,1
473,raw and sublimely moving,1
474,it felt like a very gripping intelligent stage play but without the overly theatrical feeling one actually gets from watching people on a stage which plays on everyones terror of a white lie escalating to monstrous consequences,1
475,all of the main players are mesmerising,1
476,tom wilkinson broke my heart at the end and everyone elses judging by the amount of fumbling for hankies and hands going up to faces among males and females alike,1
477,julian fellowes has triumphed again,1
478,hes a national treasure,1
479,go and see it,1
480,this is an excellent film,1
481,the aerial scenes were welldone,1
482,it was also the right balance of war and love,1
483,the film gives meaning to the phrase never in the history of human conflict has so much been owed by so many to so few,1
484,kris kristoffersen is good in this movie and really makes a difference,1
485,a good film by a great director,1
486,this is definitely one of the better documentaries i have seen looking at family relationships and marriage,1
487,there are many continuity errors one other user commented on different cars in the garage joes glassesthe one that got to me the most was the fact joes facial hair configuration seemed to change from scene to scene,0
488,this is just a great movie,1
489,out of  stars,1
490,i cant see how this movie can be an inspiration to anyone to come out or overcome fear and rejection,0
491,its so bad its actually worth seeing just for that reason,0
492,punishment park is a brilliant piece of cinema,1
493,shot in the southern california desert using his patent faux documentary style watkins creates a film like no other,1
494,this is one of peter watkins most accessible films,1
495,i advise you to look out for it,1
496,you wont regret it,1
497,highly recommended a,1
498,well just if you keep thinking how bad it is,0
499,its a mediocre miserable hollow laughable and predictable piece of garbage,0
500,its a case of so bad it is laughable,0
501,very bad performance plays angela bennett a computer expert who is at home all the time,0
502,it is a film about nothing just a pretext to show ridiculous action scenes,0
503,how awful she is,0
504,but she is still a bad actress repeating her robotic face moves in each of her pictures,0
505,the results well are a shame,0
506,delete this film from your mind,0
507,one of the worst shows of all time,0
508,the show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for,0
509,the fat computer geek was unbelievable the bible thumper the badass girl who are these actors,0
510,never heard of any of them except cole who was totally unbelievable in the part,0
511,every time he opened his mouth you expect to hear you see kids pulling the plug was a mercy killing for this horrible show,0
512,the stories were as unbelievable as the actors,0
513,lame would be the best way to describe it,0
514,stanwyck and morgan are perfectly cast in what is in many ways a modern equivalent of dickens christmas carol in its sensibility,1
515,the success of the film depends on the casting of sydney greenstreet as the alexander yardley character,1
516,the attractive set used throughout most of the film is an eyepleasing gem,1
517,im big fan of rpg games too but this movie its a disgrace to any selfrespecting rpger there is,0
518,the lines the cuts the audio everything is wrong,0
519,you can find better movies at youtube,0
520,top line dont waste your time and money on this one its as bad as it comes,0
521,a lassie movie which should have been put to sleep forever,0
522,thats how id describe this painfully dreary timewaster of a film,0
523,so mediocre in every aspect that it just becomes a dull uninteresting mess this is one of the most forgettable movies ive seen,0
524,it isnt even an achievement as a sobaditsgood or sobaditsmemorable movie,0
525,its an empty hollow shell of a movie,0
526,seriously its not worth wasting your or your kids time on,0
527,avoid avoid avoid,0
528,it will drive you barking mad,0
529,the transfers are very good,1
530,very nice and relaxing late night viewing,1
531,the movie is full of wonderful dancing hence the title,1
532,some great music and terrific scenery,1
533,it handles some tough issues with dignity and grace and of course has shocking spoiler here,1
534,a happy wonderful feel good ending,1
535,the point is the journey a journey that touches every member of the family,1
536,its one of the movies i need to see whenever it comes on tvnever mind the fact that i already have it memorized,1
537,nothing new there,0
538,that was done in the second movie,0
539,the movie has almost no action scenes in it and very little comedy,0
540,the plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted,0
541,what on earth is irons doing in this film,0
542,i just saw this film and i recommend it,1
543,it has a very good plot it holds your complete attention the acting is superb tom wilkinson was fantastic and emily watson was also very good,1
544,a very good film indeed about great and unconditional love,1
545,tom wilkinsons character is a man who is not prepared for the ordeal that is about to begin but he takes the matter in hand as the story progresses and this great actor gives a performance that makes you feel the characters anguish and suffering,1
546,emily watsons character is very strong and she has only to give a quick glance and you understand everything,1
547,despite the pans of reviewers i liked this movie,1
548,in fact i liked it better than interview with a vampire and i liked this lestat stuart townsend better than cruises attempt,1
549,aailiyah was pretty good as akasha in places compelling her first entrance and mini dance scene,1
550,im a big fan of this series mostly due to anne rices style sensitivities and treatments,1
551,i guess i liked the details of his dysfunctionhe was believable,1
552,the football scenes at the end were perplexing,0
553,but i thought his acting was skilled,1
554,meredith m was better than all right,1
555,a very charming film with wonderful sentiment and heart,1
556,it is rare when a filmmaker takes the time to tell a worthy moral tale with care and love that doesnt fall into the trap of being overly syrupy or over indulgent,1
557,nine out of ten for a truly lovely film,1
558,this early film from future goremeister lucio fulci is a very good addition to the giallo subgenre,1
559,this is one of the best italian thrillers of the early s,1
560,a standout scene,1
561,this scene is very strong and unpleasant,0
562,technically the film is well made with impressive camerawork solid acting and effective music from riz ortolani  particularly good is a recurring unaccompanied female vocal that sounds like its coming from a distant hill,1
563,its still wild stuff though and is highly recommended to fans of giallo cinema,1
564,the movie was very interesting from beginning to the end,1
565,i liked the way dustin hoffmans character was ready to do just about everything to stay with his son,1
566,this movie is also revealing,1
567,personally i think it shows that people should learn to find a compromise them self without involving other people into issue,1
568,and it was boring,0
569,i am so tired of clichs that is just lazy writing and here they come in thick and fast,0
570,ps the only scene in the movie that was cool is when the central character finds her room blown up,1
571,its a fresh subtle and rather sublime effect,1
572,an italian reviewer called this a small great film and thats right,1
573,all the actors give a wonderful performance especially jennifer rubin as jamie harris who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star,1
574,you learn a lot about the real inside emotions of people in this movie and a lot about the movie business itself,1
575,the movie in movie situations in the beginning and through the game that is played with her by the acting coach are fascinating,1
576,also the music by mark snow is possibly the best score ive ever heard,1
577,you wont forget this movie,1
578,why was this film made,0
579,the film has an ultracheap look to it,0
580,the result is a film that just dont look right,0
581,none of them are engaging or exciting,0
582,the plot is nonsense that doesnt interest in the slightest way or have any uniqueness to it,0
583,the foreigner is not worth one second of your time,0
584,i saw it as a child on tv back in  when it was the stranger and i loved it,1
585,but the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the cold war and the astronauts biggest fear is that he has crashed in the ussr,1
586,this movie is so awesome,1
587,i loved it it was really scary,1
588,i love the scream movies and all horror movies and this one ranks way up there,1
589,if you want a real scare rent this one,1
590,,1
591,this is an extraordinary film,1
592,as a courtroom drama its compelling as an indictment on the american justice system its frightening,1
593,this film highlights the fundamental flaws of the legal process that its not about discovering guilt or innocence but rather is about who presents better in court,1
594,the film is well paced understated and one of the best courtroom documentaries ive seen,1
595,this mostly routine factbased tv drama gets a boost from the fine performance by cole,1
596,predictable but not a bad watch,1
597,it was clear that she had the range and ability to pull off this part,1
598,she carries the movie well,1
599,constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations,1
600,it is wonderful and inspiring to watch and i hope that it gets released again on to video or dvd,1
601,how this piece of trash was ever released is beyond me the acting the story the characters the supposedly special effects etcits all wrong,0
602,in fact this stinker smells like a directtovideo release,0
603,avoid at all costs,0
604,star trek v the final frontier is the worst in the series,0
605,the acting from all involved and that includes those like shatner and nimoy is bad and washed out and making them seem as old as they look in real life the special effects are tacky like when spock has to rescue kirk on a jet pack when he falls down from a mountain,0
606,the attempts at humor were pitiful and story is so awful it dosent bear thinking about which basically involves a vulcan stealing the enterprise to find god seriously i just didnt care about any of this film and oh not to mention uhura does a belly dance to distract male guards,0
607,the only place good for this film is in the garbage,0
608,the worst one of the series,0
609,editing the editing of this film was phenomenal in my opinion,1
610,when a song could explain the emotions of the subjects better such as when jay adams unfortunate life was a subject of talk the song old man by neil young was played which evokes many emotions,1
611,cinematography the film was shot in an interesting way,1
612,of course the footage from the s was grainy but that only enhanced the film,1
613,this film offers many delights and surprises,1
614,when achille and philippa beautifully sing a duet from don giovanni that perfectly describes their situation in the movie you appreciate the subtle layers of this excellent film,1
615,the story unfolds in th century jutland and the use of period music played on period instruments is just one more fine touch,1
616,you share general loewenhielms exquisite joy in his partaking of the cailles en sarcophage even though you are just watching a movie  but you do wish for just a small sample to savor,1
617,but this understated film leaves a lasting impression,1
618,the warmth it generates is in contrast to its austere backdrop,1
619,you will leave the theater wanting to go out and dance under the stars,1
620,the acting as youd expect from this cast is top notch,1
621,the characters are fleshed out surprisingly well particularly grimes and blake and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic,1
622,angus scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing violinplaying anatomist doctor quinn,1
623,conclusion  i loved it,1
624,its a long time since i was so entertained by a movie,1
625,i struggle to find anything bad to say about it,1
626,mark my words this is one of those cult films like evil dead  or phantasm that people will still be discovering and falling in love with    years down the line,1
627,its pretty surprising that this wonderful film was made in  as hollywood generally had its collective heads in the sand concerning black and white issues at that time,1
628,the film deserves strong kudos for taking this stand for having exceptional acting from its mostly lesserknown cast and for the superintelligent script that doesnt insult the audience or take the easy way out when it comes to white racism,1
629,plus with the movies rather modest budget and fast running time it does an amazing job,1
630,juano hernandez an exceptional actor who played supporting roles in many films of the era is a proud black man who is accused of murdering a white man in the south,1
631,trumbull on i love lucy,1
632,see it with your kids if you have a chanceit will open up some amazing dialog about how far race relations have come in the last  years,1
633,see both films if you can,1
634,it was that year however that reminded us that huston was still at the top of his game as evinced by his faithful adaptation of james joyces acclaimed novella the dead,1
635,feelings thoughtsgabriels discomfort during the danceall these intangibles leap to life and come within the viewers grasp in hustons portrayal,1
636,very disappointed and wondered how it could be in the oscar shortlist,0
637,its very slow,0
638,lot of holes in the plot theres nothing about how he became the emperor nothing about where he spend  years between his childhood and mature age,0
639,dont waste your time,0
640,end of days is one of the worst bigbudget action movies ive ever seen,0
641,he surely doesnt know how to make a coherent action movie from the screenwriter of air force one who was only obliged to write the script just for a big sum of money,0
642,this was one of the worst films i have ever seen,0
643,im still trying to get over how bad it was,0
644,this movie is possibly one of the most creative works of horror ever,1
645,it has everything you could want suspense drama comedy confusing subplots native americans brain eating if youre looking for the beall endall of brainsucking movies look no further,1
646,with great sound effects and impressive special effects i cant recommend this movie enough  call me a nut but i think this is one of the best movies ever  great character actors telly savalas and peter boyle   hour  minutes of sheer tedium melodrama and horrible acting a mess of a script and a sinking feeling of good lord what were they thinking  lots of holes in the script  its like a bad two hour tv movie  now imagine that every single one of those decisions was made wrong  the dialogue is atrocious  the acting is beyond abysmal  everything stinks  trouble is the writing and directing make it impossible to establish those things that make a movie watchable like character story theme and so on  worse theres an incredibly weak subplot thrown in that follows a little band of latterday mansonites as they go after a reporter whos working on a story on the anniversary of the killings  its dumb and pointless and a complete waste of time  in short dont bother with this movie  i wont spoil it but the ending in pretty amazing  the best scene in the movie is at the end but i wont spoil it  if there was ever an indication of a writer and a directors ability to meld two highly volatile temperaments into a seamless union of creativity then this is it  the result is a powerhouse achievement made more timely now perhaps because of our cultures disturbing fascination with celebrity and its distorted interpretations of fame  a film not easily forgotten  but kevin spacey is an excellent verbal tsunami as buddy ackerman  and totally believable because he is a great actor  the scripting of the subtle comedy is unmatched by any movie in recent years  the characters are interesting even if a bit predictable  highly recommended for all ages although the younger set will probably not appreciate some of the more subtle references they will certainly appreciate one galley scene in particular  great movie  also the story and acting were weak  at around  pm i bought it at around pm i started to watch at around pm i fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain but there wasnt  either way it sucks  the script is horrendously stupid  the story starts too fast with absolutely no suspense or buildup in the slightest  everything captain howdy says is either laughable or just plain stupid  what the hell kind of crap is that  then theres the plot holes  you could drive a semi truck into these holes  linda cardellini is the only thing good in this film  shes poised and amazing  dee snider just plain sucks  he cant act one of the least scary villains i have ever seen he cant write did he write this damn movie in his sleep  i was bored throughout the whole damn thing  the acting sucks the music sucks the script sucks the pacing sucks the special fx suck the directing sucks basically this movie sucks  this film tries to be a serious and sophisticated thrillerhorror flick and it fails miserably  this is probably one of the least effective and utterly unoriginal films i have ever seen in my entire life  a piece of cinematic garbage captured on celluloid  avoid at any and all costs  at any rate this film stinks its not funny and fulci should have stayed with giallo and supernatural zombie movies  avoid this film at all costs  i dont know what happened in season five what a mess  the only consistent thread holding the series together were the amazing performances of leni parker and anita laselva as the two taelons in quiet idealogical conflict  now this is a movie i really dislike  its one of the most boring horror movies from the s mainly because it starts slow and centers in a boring atmosphere  the puppets look really cheesy  not in a good way like in the puppet master s flicks  the story is lame not interesting and never really explains the sinister origins of the puppets  there arent death scenes like in previous movies and the fx are terrible  i felt asleep the first time i watched it so i can recommend it for insomniacs  the fact is this film is a wonderful heartwarming tale about two people chasing their dreams  the best part about nurse betty is its unpredictability,1
647,director neil labute uses brutal violence to seperate dreams from reality and along with the touching drama and hilarious comedy you can never tell what is going to happen next,1
648,otherwise dont even waste your time on this,0
649,this one just fails to create any real suspense,0
650,as for the killer dont expect anything original or even remotely frightening,0
651,there is however some pretty good acting at least for this type of film,1
652,im so sorry but i really cant recommend it to anyone,0
653,one of the most boringpointless movies i have ever seen,0
654,the secondary plot line is incomprehensible and its relation to the primary plot line is mystifying,0
655,hated it,0
656,this is one of the worst sandra bullock movie since speed  but not quite that bad,0
657,i dont understand how this garbage got on the shelves of the movie store its not even a real movie,0
658,i highly doubt that anyone could ever like this trash,0
659,this is not moviemaking,0
660,the acting is like watching wooden puppets moving around and reading from a book thats how bad it is,0
661,so i am here to warn youdo not rent this movie it is the dumbest thing you have never seen,0
662,i saw this short film on hbo the other day and absolutely loved it,1
663,i didnt realize how wonderful the short really is until the last two scenes,1
664,excellent short film,1
665,hopefully the director james cox can turn the short into a feature length film with the same cast or win us over with a whole new film,1
666,i agree with jessica this movie is pretty bad,0
667,characters are onedimensional even the good guys and especially the bad guys,0
668,the story line is totally predictable,0
669,not much dialogue not much music the whole film was shot as elaborately and aesthetically like a sculpture,1
670,ive seen soap operas more intelligent than this movie,0
671,bad characters bad story and bad acting,0
672,really awful,0
673,not easy to watch,0
674,funny clever hip  just like prays previous film hype,1
675,it was a long time that i didnt see a so charismatic actor on screen,1
676,paolo sorrentino has written a wonderful story about loneliness and tony has built one of the most unforgettable characters seen in movies in recent years,1
677,the movie is not completely perfect but titta di girolamo will stay with you for a long time after the vision of the movie,1
678,i rate this movie,1
679,i do not know if this was emilio estevezs directorial debut but the pacing the interplay and development of the characters as well as some clever camera work surrounding the character estevez plays all suggest a natural eye,1
680,the interplay between martin and emilio contains the same wonderful chemistry we saw in wall street with martin and charlie,1
681,kathy bates is wonderful in her characters subtle desperation and escapism a variation on her character in at play in the fields of the lord,1
682,for readers who have already seen one of miyazakis films he is still in top form and made another worthwhile experience,1
683,it never condescends all the characters have good genuine hearts and believable problems,1
684,the two main characters may be two of the most believable children i ever saw put on screen,1
685,they are so easy to love but even more easy to identify with,1
686,this movie is greatespecially if you enjoy visual arts,1
687,the scenery that the two daughters paint and photograph are beautiful,1
688,the story is also both funny and poignant at times,1
689,people who like european films and art movies will like this movie,1
690,this is truly an art movieit actually has a lot of art in it,1
691,go rent it,1
692,however after finally watching this film i realized that not only had i had a closed mind to the brilliance it depicts i also found myself watching it over and over again,1
693,its the one movie that never ceases to interest me simply because it keeps me alert as i try to attempt to decipher its meanings,1
694,brilliance indeed,1
695,but if you liked movies like the matrix and better yet their sequels i think youll appreciate the thought provoking mindblowing experience this film will give you,1
696,think of the film being like a dream,1
697,simply beautiful,1
698,both rickman and stowe play their roles to the hilt in this tale of a childrens book writer who maybe has written a subversive tract,1
699,its a gloriously fun fast paced and fairly accurate portrayal of the night of a raver,1
700,it presents a idyllic yet serious portrayal of the ups and downs of the characters lives,1
701,just whatever you do avoid groove as its the antithesis of all that is good about human traffic,0
702,its too bad that everyone else involved didnt share crowes level of dedication to quality for if they did wed have a far better film on our hands than this subpar mess,0
703,the movie seemed a little slow at first,0
704,but it picked up speed and got right to the point,1
705,it showed exactly how the government and the scientist argued for humanity and the reasons of the gadget,1
706,i enjoyed it,1
707,i have recommended it to friends,1
708,i was particularly pleased with the acting ability of dwight schultz,1
709,both actors truly understand and become their particular character delivering a convincing sincere performance,1
710,their onscreen chemistry critical to the entire film is genuine,1
711,the films dialogue is natural real to life,1
712,the writer gorman bechard undoubtedly did his homework because all references are industry and characterage appropriate,1
713,the incredible soundtrack truly captures the essence of the film,1
714,each track commands sentiment actually contributing to the scenes and characters,1
715,definitely worth seeing its the sort of thought provoking film that forces you to question your own threshold of loneliness,1
716,hayao miyazakis latest and eighth film for studio ghibili gake no ue no ponyo ponyo on the cliff by the sea is a wonderfully fun and imaginative look at childhood,1
717,at a time when it seems that film animation has been dominated by disneypixars cgi masterpieces it is both refreshing and comforting to know that miyazaki is still relying on traditional handdrawn animation to tell his charming and enchanting stories,1
718,enough can not be said of the remarkable animation in this film,1
719,the art style has the appearance of crayonpencil drawings and is wonderfully colorful and fanciful,1
720,if you act in such a film you should be glad that youre gonna drift away from earth as far as possible,0
721,this one wants to surf on the small wave of space movies in  deep impact and armageddon and this one fails everywhere,0
722,if you havent choked in your own vomit by the end by all the cheap drama and worthless dialogue youve must have bored yourself to death with this waste of time,0
723,still it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost,1
724,just consider the excellent story solid acting and look of the film as added bonuses,1
725,instead we got a bore fest about a whiny spoiled brat babysitting,0
726,then i watched it again two sundays ago march th  and i began to really enjoy it and this time i taped the entire thing,1
727,it is a very well acted and done tv movie,1
728,judith light is one of my favorite actresses and i think she does a superb job in this film,1
729,i keep watching it over and over,1
730,its a sad movie but very good,1
731,if you have not seen this movie i definitely recommend it,1
732,she is as lovely as usual this cutie,1
733,still its quite interesting and entertaining to follow,1
734,recommend with confidence,1
735,this movie is wellbalanced with comedy and drama and i thoroughly enjoyed myself,1
736,it was a riot to see hugo weaving play a sexobsessed gay real estate salesman who uses his clients houses for his trysts with the flaming darren tom hollander,1
737,anyway the plot flowed smoothly and the malebonding scenes were a hoot,1
738,the opening sequence of this gem is a classic and the cat n mouse games that follow are a delight to watch,1
739,fans of the genre will be in heaven,1
740,lange had become a great actress,1
741,it looked like a wonderful story,1
742,i never walked out of a movie faster,0
743,i just got bored watching jessice lange take her clothes off,0
744,unfortunately any virtue in this films production work was lost on a regrettable script,0
745,in a word it is embarrassing,0
746,exceptionally bad,0
747,all in all its an insult to ones intelligence and a huge waste of money,0
